pair_type,video_id,frame_a,frame_b,image_id_a,image_id_b,gt_track_id_a,gt_track_id_b,team_a,team_b,role_a,role_b,bbox_a,bbox_b,image_path_a,image_path_b,cosine_distance,euclidean_distance,strongsort_distance,crop_a,crop_b,pair_image
different_id_same_team,SNGS-088,362,559,2088000363,2088000560,14,13,left,left,player,player,"1380.000,307.000,30.000,78.000","856.000,310.000,46.000,82.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-088/img1/000363.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-088/img1/000560.jpg,0.024256229400634766,0.7110824584960938,0.11012770235538483,research/reid_identity_separability/bad_cases/confusing_different_11_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_11_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_11_pair.jpg
different_id_same_team,SNGS-045,431,522,2045000432,2045000523,15,19,left,left,player,player,"1169.000,701.000,42.000,117.000","1550.000,865.000,68.000,142.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000432.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000523.jpg,0.02425706386566162,0.6914961338043213,0.11012960225343704,research/reid_identity_separability/bad_cases/confusing_different_12_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_12_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_12_pair.jpg
different_id_same_team,SNGS-051,384,402,2051000385,2051000403,21,3,right,right,player,player,"551.000,769.000,37.000,101.000","1551.000,724.000,40.000,98.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000385.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000403.jpg,0.024696826934814453,0.6956347227096558,0.11112360656261444,research/reid_identity_separability/bad_cases/confusing_different_13_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_13_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_13_pair.jpg
different_id_same_team,SNGS-096,92,419,2096000093,2096000420,22,15,right,right,player,player,"1402.000,481.000,24.000,72.000","1728.000,431.000,27.000,63.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-096/img1/000093.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-096/img1/000420.jpg,0.025077998638153076,0.674846887588501,0.11197766661643982,research/reid_identity_separability/bad_cases/confusing_different_14_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_14_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_14_pair.jpg
different_id_same_team,SNGS-053,319,380,2053000320,2053000381,12,16,left,left,player,player,"793.000,444.000,37.000,81.000","1119.000,416.000,36.000,74.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-053/img1/000320.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-053/img1/000381.jpg,0.025134682655334473,0.7277217507362366,0.11210418492555618,research/reid_identity_separability/bad_cases/confusing_different_15_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_15_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_15_pair.jpg
different_id_same_team,SNGS-096,635,702,2096000636,2096000703,6,9,left,left,player,player,"1146.000,561.000,43.000,85.000","1074.000,408.000,64.000,91.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-096/img1/000636.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-096/img1/000703.jpg,0.02517533302307129,0.6891611218452454,0.11219443380832672,research/reid_identity_separability/bad_cases/confusing_different_16_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_16_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_16_pair.jpg
different_id_same_team,SNGS-087,32,443,2087000033,2087000444,2,19,right,right,player,player,"207.000,472.000,74.000,124.000","1403.000,724.000,101.000,150.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-087/img1/000033.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-087/img1/000444.jpg,0.025216519832611084,0.6908139586448669,0.11228641867637634,research/reid_identity_separability/bad_cases/confusing_different_17_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_17_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_17_pair.jpg
different_id_same_team,SNGS-059,219,341,2059000220,2059000342,21,15,right,right,player,player,"687.000,299.000,33.000,52.000","1095.000,231.000,31.000,64.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-059/img1/000220.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-059/img1/000342.jpg,0.025769412517547607,0.9018031358718872,0.1135108470916748,research/reid_identity_separability/bad_cases/confusing_different_18_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_18_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_18_pair.jpg
different_id_same_team,SNGS-045,283,316,2045000284,2045000317,7,19,left,left,player,player,"1023.000,899.000,59.000,138.000","1092.000,956.000,57.000,122.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000284.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000317.jpg,0.026041269302368164,0.7584192156791687,0.11410796642303467,research/reid_identity_separability/bad_cases/confusing_different_19_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_19_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_19_pair.jpg
different_id_same_team,SNGS-088,47,442,2088000048,2088000443,1,2,right,right,player,player,"1822.000,689.000,56.000,94.000","1794.000,504.000,56.000,109.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-088/img1/000048.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-088/img1/000443.jpg,0.026053965091705322,0.7421079277992249,0.11413565278053284,research/reid_identity_separability/bad_cases/confusing_different_20_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_20_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_20_pair.jpg
